NO,Food,l_class,REFUSE,ENERC,ENERC_KCAL,WATER,PROTCAA,PROT-,FATNLEA,CHOLE,FAT-,CHOAVLM,CHOAVL,CHOAVLDF-,FIB-,POLYL,CHOCDF-,OA,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA,CARTB,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB,TOCPHG,TOCPHD,VITK ,THIA,RIBF,NIA,NE,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,ALC,NACL_EQ
22,こむぎ　［小麦粉］　強力粉　2等,1,0,1455,343,15,12,13,-1.5,0,2,70,64,70,2,-,71,-,1,Tr,86,21,36,86,1,1,0,1,0,49,1,30,0,-,-,-,0,0,0,1,0,0,0,0,0,0,1,4,0,0,18,1,3,0,-,0
23,こむぎ　［小麦粉］　強力粉　全粒粉,1,0,1356,320,15,-11.7,13,-2.4,0,3,-61.2,-55.6,59,11,-,68,-,2,2,330,26,140,310,3,3,0,4,0,47,3,44,0,-,-,-,0,0,0,1,1,0,0,0,0,0,6,-8.5,0,0,48,1,11,0,-,0
24,こむぎ　［小麦粉］　プレミックス粉　お好み焼き用,1,0,1426,335,10,9,10,2,1,2,74,68,73,3,-,74,-,4,1400,210,64,31,320,1,1,0,1,1400,8,3,15,0,Tr,7,1,8,1,0,1,0,0,Tr,1,0,0,2,3,0,0,17,0,2,Tr,-,4
25,こむぎ　［小麦粉］　プレミックス粉　ホットケーキ用,1,0,1529,360,11,-7.1,8,-3.6,31,4,-78.6,-72.4,74,2,-,74,Tr,2,390,230,100,12,170,1,0,0,-,0,3,5,11,9,-,-,-,3,9,0,1,0,0,0,1,0.1,0,1,-2.2,0,0,10,0,2,0,-,1
26,こむぎ　［小麦粉］　プレミックス粉　から揚げ用,1,0,1325,311,8,9,10,1,0,1,69,63,69,3,-,70,-,10,3800,280,110,39,130,1,1,0.1,1,1,6,6,23,0,2,39,31,56,5,0,0,0,0,0,2,0,0,1,3,0,Tr,26,0,4,0,-,10
27,こむぎ　［小麦粉］　プレミックス粉　天ぷら用,1,0,1434,337,12,8,9,1,3,1,77,70,75,3,-,76,-,1,210,160,140,19,120,1,1,0,1,1,3,2,10,Tr,Tr,3,2,4,1,0,0,0,0,0,0,0,1,1,3,0,0,12,0,1,0,-,1
28,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター,1,0,578,136,66,-3,3,-0.4,1,1,-30.3,-27.6,30,1,-,30,-,0,64,67,84,6,51,0,0,0,0.2,1,1,1,3,0,0,39,0,39,3,0,0,0,0,0,0,0,0,0,-1,0,0,3,0,1,0,-,0
29,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター　揚げ,1,0,2439,588,10,-3.9,4,-,2,48,-,-,34,3,-,37,-,1,79,93,100,8,63,0,0,0,0,0,1,2,4,0,0,1,0,1,0,-,8,0,17,1,81,0,0,1,-1.3,0,0,4,0,1,0,-,0
30,こむぎ　［パン類］　角形食パン　食パン,1,0,1051,248,39,7,9,4,0,4,48,44,44,4,0,46,-,1,470,86,22,18,67,1,1,0,0,1,22,1,15,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,3,0,Tr,30,0,2,0,-,1
31,こむぎ　［パン類］　角形食パン　焼き,1,0,1139,269,34,8,10,4,-,5,52,48,48,5,-,51,-,2,520,93,26,20,77,1,1,0.1,0,1,25,1,17,-,-,-,-,-,-,-,0,0,0,0,-,0,0,1,3,0,-,30,0,2,0,-,1
32,こむぎ　［パン類］　角形食パン　耳を除いたもの,1,45,956,226,44,7,8,3,-,4,44,40,40,4,-,43,-,1,440,78,20,16,61,0,0,0,0,1,20,1,12,-,1,4,-,5,Tr,-,0,Tr,0,0,-,0,0,1,3,0,-,17,0.3,2,0,-,1
33,こむぎ　［パン類］　角形食パン　耳,1,55,1152,273,-33.5,-,-9.7,-,-,-4.5,-,-,-46.1,-4.7,-,-50.8,-,-1.5,-510,-92,-23,-18,-73,-0.5,-0.6,-0.1,-0.27,-1,-22,-1,-14,-,-1,-6,-,-7,-1,-,-0.4,-0.1,-0.3,-0.1,-,-0.06,-0.06,-1.1,-2.7,-0.05,-,-27,-0.37,-2.2,(Tr),-,-1.3
34,こむぎ　［パン類］　食パン　リーンタイプ,1,0,1045,246,-39.2,-7.4,-8,-3.5,(Tr),-3.7,-48.5,-44.1,-46.4,-2,-,-47.5,0,-1.6,-520,-67,-12,-16,-46,-0.6,-0.6,-0.1,-0.21,0,-25,-1,-17,0,0,0,0,0,0,-0.3,-0.4,-0.1,-0.3,-0.1,0,-0.1,-0.05,-0.6,-1.9,-0.04,0,-28,-0.54,-2.5,0,-,-1.3
35,こむぎ　［パン類］　食パン　リッチタイプ,1,0,1085,256,-39.2,-7.2,-7.8,-5.5,-32,-6,-46.6,-42.7,-44.9,-1.7,-,-45.6,(Tr),-1.5,-440,-88,-25,-15,-62,-0.6,-0.7,-0.09,-0.18,-3,-23,-1,-15,-39,0,-10,-1,-10,-28,-0.1,-0.3,-0.1,(Tr),0,-2,-0.09,-0.09,-0.8,-2.1,-0.05,-0.1,-42,-0.51,-2.8,0,-,-1.1
36,こむぎ　［パン類］　山形食パン　食パン,1,0,1043,246,-39.2,-7.2,-7.8,-3.3,(Tr),-3.5,-49,-44.7,-46.8,-1.8,-,-47.9,(Tr),-1.6,-490,-76,-18,-16,-51,-0.6,-0.6,-0.1,-0.21,-1,-24,-1,-16,0,0,0,0,0,0,(Tr),-0.4,-0.1,-0.3,-0.1,0,-0.08,-0.06,-0.8,-2.1,-0.05,(Tr),-34,-0.54,-2.4,0,-,-1.3
37,こむぎ　［パン類］　コッペパン,1,0,1097,259,37,7,9,-3.6,(Tr),4,-49.6,-45.3,49,2,0,49,Tr,2,520,95,37,24,75,1,1,0,0,-,-,-,-,0,-,-,-,0,0,0,0,0,1,0,(Tr),0,0,1,2,0,(Tr),45,1,-,0,-,1
38,こむぎ　［パン類］　乾パン,1,0,1639,386,6,-8.7,10,-4,(Tr),4,-82.2,-74.9,77,3,0,79,Tr,2,490,160,30,27,95,1,1,0,1,-,-,-,-,0,-,-,-,0,0,0,1,0,1,0,(Tr),0,0,1,-2.8,0,0,20,0,-,0,-,1
39,こむぎ　［パン類］　フランスパン,1,0,1231,289,30,9,9,-1.1,0,1,64,58,56,3,-,58,-,2,620,110,16,22,72,1,1,0,0,Tr,29,1,20,0,0,0,0,0,0,0,0,0,0,Tr,0,0,0,1,3,0,0,33,0,2,0,-,2
40,こむぎ　［パン類］　ライ麦パン,1,0,1066,252,35,7,8,-2,0,2,-,-,49,6,-,53,-,2,470,190,16,40,130,1,1,0,1,-,-,-,-,0,0,0,0,0,0,Tr,0,0,0,0,0,0,0,1,3,0,0,34,0,-,0,-,1
41,こむぎ　［パン類］　全粒粉パン,1,0,1059,251,39,7,8,5,Tr,6,44,40,42,5,-,46,0,2,410,140,14,51,120,1,0,0,1,0,27,1,22,0,0,0,0,0,0,Tr,1,0,1,0,0,0,0,2,4,0,0,49,1,5,0,-,1
42,こむぎ　［パン類］　ぶどうパン,1,0,1113,263,36,-7.3,8,-3.3,(Tr),4,-,-,50,2,-,51,-,2,400,210,32,23,86,1,1,0,0,-,-,-,-,Tr,0,1,0,1,Tr,Tr,0,0,0,0,(Tr),0,0,1,-2.8,0,(Tr),33,0,-,(Tr),-,1
43,こむぎ　［パン類］　ロールパン,1,0,1304,309,31,9,10,9,(Tr),9,50,46,49,2,Tr,49,-,2,490,110,44,22,97,1,1,0,0,-,-,-,-,0,0,15,0,15,1,0,1,0,1,0,(Tr),0.1,0,1,3,0,(Tr),38,1,-,0,-,1
44,こむぎ　［パン類］　クロワッサン　レギュラータイプ,1,0,1702,406,-20,-5.9,-6.5,-19.3,-20,-20.4,-52.3,-47.9,-51.2,-1.9,-,-51.5,(Tr),-1.6,-530,-110,-27,-14,-65,-0.4,-0.5,-0.08,-0.26,-3,-5,(Tr),-6,-34,0,-38,(Tr),-38,-31,-1.4,-2.6,-0.2,-4.8,-1,-7,-0.11,-0.09,-0.9,-2,-0.05,-0.1,-46,-0.42,-3.9,0,-,-1.3
45,こむぎ　［パン類］　クロワッサン　リッチタイプ,1,0,1828,438,20,-7.2,8,-25.4,-35,27,-,-,44,2,-,44,-,1,470,90,21,17,67,1,1,0.1,0,-,-,-,-,0,5,66,0,69,6,0,2,0,5,1,(Tr),0,0,1,-2.6,0,(Tr),33,0,-,0,-,1
46,こむぎ　［パン類］　くるみパン,1,0,1225,292,-39.2,-7.5,-8.2,-12.5,-12,-12.6,-38.4,-34.8,-37,-2.4,-,-38.7,(Tr),-1.3,-310,-150,-35,-33,-88,-0.8,-0.9,-0.23,-0.61,-2,-18,-1,-12,-15,0,-3,(Tr),-6,-11,-0.1,-0.4,-0.1,-3.3,-0.4,-2,-0.11,-0.09,-0.8,-2.2,-0.11,(Tr),-45,-0.55,-2.9,0,-,-0.8
47,こむぎ　［パン類］　イングリッシュマフィン,1,0,946,224,46,-7.4,8,-3.2,(Tr),4,-40.1,-36.7,41,1,-,41,-,2,480,84,53,19,96,1,1,0,0,-,-,-,-,0,Tr,1,0,1,Tr,0,0,0,0,0,(Tr),0,0,1,-2.8,0,0,23,0,-,0,-,1
48,こむぎ　［パン類］　ナン,1,0,1086,257,37,-9.5,10,3,0,3,-45.6,-41.6,47,2,-,48,-,2,530,97,11,22,77,1,1,0,0.3,-,-,-,-,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-3.4,0,0,36,1,-,0,-,1
49,こむぎ　［パン類］　ベーグル,1,0,1142,270,32,8,10,2,-,2,50,46,54,3,Tr,55,-,1,460,97,24,24,81,1,1,0,0,-,-,-,-,-,-,-,-,-,-,-,0,0,Tr,0,-,0,0,2,4,0,-,47,0,-,-,-,1
50,こむぎ　［うどん・そうめん類］　うどん　生,1,0,1058,249,34,5,6,-0.5,0,1,55,50,54,4,Tr,57,-,3,1000,90,18,13,49,0,0,0,0,2,6,2,7,0,0,0,0,0,0,0,0,0,0,0,-,0,0,1,2,0,0,5,0,1,0,-,3
51,こむぎ　［うどん・そうめん類］　うどん　ゆで,1,0,402,95,75,2,3,-0.3,0,0,21,20,21,1,0,22,-,0,120,9,6,6,18,0,0,0,0,Tr,2,1,2,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,0,2,0,0,0,-,0
52,こむぎ　［うどん・そうめん類］　うどん　半生うどん,1,0,1258,296,24,-6.6,-7.8,-2.9,0,-3.4,-63,-57.4,-60,4,-0.1,-62.5,-,-2.5,-1200,-98,-22,-15,-64,-0.6,-0.3,-0.09,-0.45,-2,-6,-2,-8,0,0,0,0,0,0,0,-0.2,-0.2,0,0,-,-0.1,-0.03,-0.7,-2.1,-0.03,0,-6,-0.41,-0.9,0,-,-3
53,こむぎ　［うどん・そうめん類］　干しうどん　乾,1,0,1420,333,14,8,9,-1,0,1,-76.8,-69.9,70,2,-,72,-,5,1700,130,17,19,70,1,0,0,0.5,0,10,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,9,0,1,0,-,4
54,こむぎ　［うどん・そうめん類］　干しうどん　ゆで,1,0,497,117,70,-2.9,3,-0.4,0,1,-26.7,-24.2,25,1,-,26,-,1,210,14,7,4,24,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,2,0,-,0,-,1
55,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾,1,0,1413,333,13,9,10,-1,0,1,72,65,71,3,0,73,-,4,1500,120,17,22,70,1,0,0,0,0,16,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,8,0.7,1,0,-,4
56,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　ゆで,1,0,487,114,70,-3.3,4,-0.3,0,0,26,23,25,1,0,26,-,0,85,5,6,5,24,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,Tr,0,2,0,0,0,-,0
57,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　乾,1,0,1329,312,14,9,9,1,0,2,70,64,68,2,-,69,-,6,2300,110,20,23,70,1,0,0,0,1,22,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,10,1,1,0,-,6
58,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　ゆで,1,0,506,119,70,-3.2,4,-0.6,0,1,-24.3,-22.2,25,1,-,26,-,0,130,5,6,4,23,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0,0,0,-0.9,0,0,2,0,-,0,-,0
59,こむぎ　［中華めん類］　中華めん　生,1,0,1057,249,33,9,9,-1,0,1,52,48,50,5,0,56,-,2,410,350,21,13,66,1,0,0,0,Tr,33,1,20,0,0,0,0,0,0,0,0,0,0,0,-,0,0,1,2,0,0,8,1,1,0,-,1
60,こむぎ　［中華めん類］　中華めん　ゆで,1,0,564,133,65,-4.8,5,-0.5,0,1,28,25,27,3,Tr,29,-,0,70,60,20,7,29,0,0,0,0,0,17,Tr,5,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-1.2,0,Tr,3,0,1,0,-,0
61,こむぎ　［中華めん類］　半生中華めん　,1,0,1293,305,24,-9.8,-9.9,-3.5,0,-4,-59.5,-54.2,-55.4,6,-0.2,-61.2,-,-1.3,-470,-430,-21,-15,-72,-0.7,-0.4,-0.1,-0.4,-1,-35,-1,-23,0,0,0,0,0,0,0,(Tr),(Tr),-0.7,-,-,-0.07,-0.03,-0.7,-2.6,-0.02,0,-9,-0.63,-1.3,0,-,-1.2
62,こむぎ　［中華めん類］　蒸し中華めん　蒸し中華めん,1,0,687,162,57,5,5,-1.4,Tr,2,34,31,33,3,0,36,-,1,110,80,10,9,40,0,0,0,0,Tr,9,1,6,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,0,4,0,1,0,-,0
63,こむぎ　［中華めん類］　蒸し中華めん  ソテー,1,0,892,211,50,-5.1,5,-4.3,1,5,39,36,36,4,0,39,-,1,130,87,10,10,43,0,0,0,0,0,10,1,7,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-1.5,0,Tr,4,0,1,0,-,0
64,こむぎ　［中華めん類］　干し中華めん　乾,1,0,1434,337,15,-11.5,12,-1.4,0,2,71,65,65,6,0,70,-,2,410,300,21,23,82,1,1,0,0,0,24,1,18,0,0,0,0,0,0,0,0,0,0,0,-,0,0,1,-3.1,0,0,11,1,1,0,-,1
65,こむぎ　［中華めん類］　干し中華めん　ゆで,1,0,559,132,67,-4.8,5,-0.4,0,1,28,25,25,3,0,28,-,0,66,42,13,10,29,0,0,0,0,0,9,Tr,4,0,0,0,0,0,0,0,Tr,Tr,0,0,-,0,0,0,-1.1,0,Tr,3,0,1,0,-,0
66,こむぎ　［中華めん類］　沖縄そば　生,1,0,1128,266,32,-9.1,9,-1.7,0,2,-52.8,-48.1,53,2,-,54,-,2,810,340,11,50,65,1,1,0,1,-,-,-,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0,1,-2.6,0,0,15,1,-,0,-,2
67,こむぎ　［中華めん類］　沖縄そば　ゆで,1,0,561,132,66,-5.1,5,-0.7,0,1,-27.3,-24.8,27,2,-,28,-,1,170,80,9,28,28,0,1,0.1,0,-,-,-,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,-1.2,0,0,6,0,-,0,-,0
68,こむぎ　［中華めん類］　干し沖縄そば　乾,1,0,1349,317,14,-11.9,12,-1.5,0,2,-67.3,-61.3,66,2,-,68,-,5,1700,130,23,22,100,2,0,0,0,-,-,-,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0,1,-3.5,0,0,8,0,-,0,-,4
69,こむぎ　［中華めん類］　干し沖縄そば　ゆで,1,0,561,132,65,-5.1,5,-0.5,0,1,-27.7,-25.2,27,2,-,29,-,1,200,10,11,8,36,1,0,0,0,-,-,-,-,0,-,-,-,0,0,0,Tr,Tr,0,0,0,0,0,0,-1.2,0,0,3,0,-,0,-,1
70,こむぎ　［即席めん類］　即席中華めん　油揚げ味付け,1,0,1785,424,2,9,10,16,7,17,63,57,63,3,0,64,-,8,2500,260,430,29,110,1,1,0,1,-,-,-,-,0,0,0,0,0,0,0,3,0,3,3,1,1,2,1,3,0,0,12,0,-,0,-,6
71,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含むもの）,1,0,1847,439,3,-,10,19,3,19,-60.4,-54.9,60,2,-,61,-,6,2200,150,230,25,110,1,1,0,1,2,16,7,16,0,0,13,1,14,1,0,2,0,2,3,3,1,1,1,3,0,Tr,10,0,2,Tr,-,6
72,こむぎ　［即席めん類］　即席中華めん　油揚げ　調理後全体　（添付調味料等を含むもの）,1,0,421,100,-78.5,-,-2.3,-4.4,-1,-4.4,-13.4,-12.2,-12.8,-0.5,-0.1,-13.4,-,-1.3,-430,-33,-28,-6,-20,-0.2,-0.1,-0.03,-0.12,(Tr),-4,-2,-4,0,0,-3,0,-3,0,0,-0.5,(Tr),-0.5,-0.6,-1,-0.02,-0.13,-0.2,-0.6,-0.01,0,-2,-0.1,-0.4,0,-,-1.1
73,こむぎ　［即席めん類］　即席中華めん　油揚げ　ゆで　（添付調味料等を含まないもの）,1,0,793,189,60,4,4,7,2,8,29,26,26,3,0,28,-,1,150,34,95,8,40,0,0,0,0,1,9,2,6,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,Tr,3,0,1,0,-,0
74,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含まないもの）,1,0,1938,461,4,8,9,-,4,20,65,59,61,6,0,66,-,2,580,150,220,20,97,1,0,0,0,1,24,5,18,0,0,1,0,1,0,0,2,0,6,3,1,0,0,1,3,0,Tr,9,0,2,0,-,2
75,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含むもの）,1,0,1426,336,10,-,10,5,2,5,-65.7,-59.8,65,2,-,67,-,7,2700,260,110,25,110,1,0,0,1,13,8,3,16,Tr,0,5,0,5,1,0,1,0,4,2,3,0,0,1,3,0,Tr,14,0,2,0,-,7
76,こむぎ　［即席めん類］　即席中華めん　非油揚げ　調理後全体　（添付調味料等を含むもの）,1,0,392,93,-76.2,-,-3,-0.8,-1,-0.8,-17.4,-15.8,-18,-0.6,-0.1,-18.7,-,-1.2,-430,-68,-6,-6,-26,-0.2,-0.1,-0.03,-0.17,-4,-2,-1,-4,0,0,-2,0,-2,0,0,-0.2,-0.1,-0.9,-0.7,-1,-0.01,-0.01,-0.2,-0.7,-0.01,0,-4,-0.1,-0.6,0,-,-1.1
77,こむぎ　［即席めん類］　即席中華めん　非油揚げ　ゆで　（添付調味料等を含まないもの）,1,0,588,139,64,3,3,1,1,1,29,27,29,3,0,31,-,1,230,64,94,8,46,0,0,0,0,1,5,2,4,0,10,27,0,31,3,0,1,0,4,2,0,Tr,Tr,0,1,0,0,3,0,1,0,-,1
78,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含まないもの）,1,0,1432,337,11,8,9,-,1,2,74,68,69,7,0,75,-,4,1200,310,230,21,130,1,0,0,0.5,3,14,6,15,0,19,53,0,62,5,0,2,0,9,4,Tr,0,0,1,3,0,Tr,8,0,2,0,-,3
79,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　乾　（添付調味料等を含むもの）,1,0,1772,422,5,10,11,18,17,19,57,52,55,6,0,59,-,7,2300,190,190,25,110,1,1,0,0,5,22,9,15,2,49,260,7,290,26,0,3,0,8,4,17,0.9,1,1,3,0,0,16,0.3,2,2,-,6
80,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後全体　（添付調味料等を含むもの）,1,0,386,92,-79.8,-2.1,-2.5,-4,-4,-4.2,-3.8,-3.5,-11.2,-1.3,(Tr),-13.2,-,-1.5,-520,-43,-43,-6,-24,-0.2,-0.1,-0.02,-0.09,-1,-5,-2,-3,(Tr),-11,-59,-1,-65,-6,(Tr),-0.7,-0.1,-1.7,-0.9,-4,-0.2,-0.14,-0.3,-0.7,-0.02,(Tr),-4,-0.07,-0.5,-1,-,-1.3
81,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後のめん　（スープを残したもの）,1,0,736,175,62,3,4,7,1,8,25,23,24,2,0,25,-,1,440,37,76,7,34,0,0,0,0,1,9,3,5,0,12,59,0,65,6,0,1,0,3,2,1,0,0,0,1,0,Tr,4,0.1,1,0,-,1
82,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　乾　（添付調味料等を含むもの）,1,0,1748,417,10,8,10,19,10,19,55,50,51,6,0,55,-,7,2500,180,200,26,110,1,1,0,0.4,12,19,7,17,1,25,120,0,130,12,0,3,0,8,4,10,1,1,1,3,0,0,14,0.2,2,2,-,6
83,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後全体　（添付調味料等を含むもの）,1,0,374,90,-80.8,-2,-2.3,-4.4,-2,-4.5,-6.6,-6,-9.8,-1.4,(Tr),-12.9,-,-1.6,-590,-43,-46,-6,-27,-0.2,-0.1,-0.02,-0.09,-3,-4,-2,-4,0,-6,-28,0,-31,-3,0,-0.6,-0.1,-1.9,-1,-2,-0.14,-0.12,-0.3,-0.6,-0.01,(Tr),-3,-0.05,-0.6,-1,-,-1.5
84,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後のめん　（スープを残したもの）,1,0,596,142,69,3,3,6,1,6,18,17,19,2,0,21,-,1,450,33,74,6,28,0,0,0,0,3,7,2,4,0,3,8,0,9,1,0,1,0,2,1,1,0,0,0,1,0,Tr,3,0,1,0,-,1
85,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　乾　（添付調味料等を含むもの）,1,0,1687,401,11,7,8,16,2,19,59,55,56,6,0,58,-,5,1500,180,180,27,89,1,0,0,1,6,16,4,15,0,1,50,1,51,4,0,3,1,4,3,14,0,1,1,2,0,Tr,13,0,2,1,-,4
86,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　調理後全体　（添付調味料等を含むもの）,1,0,929,222,-53.6,-4.2,-5,-10.6,-3,-11.3,-14.7,-13.5,-25.8,-3.3,(Tr),-34.2,-,-2.5,-910,-100,-94,-14,-54,-0.4,-0.3,-0.06,-0.3,-3,-9,-3,-9,0,-1,-18,-1,-19,-2,0,-1.8,-0.3,-4.9,-2.5,-11,-0.28,-0.3,-0.6,-1.4,-0.04,(Tr),-9,-0.15,-1.1,-2,-,-2.3
87,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　乾　（添付調味料等を含むもの）,1,0,1326,314,15,8,9,5,6,6,60,54,58,6,0,63,-,7,2800,250,48,26,100,1,0,0.1,1,58,14,7,18,Tr,14,130,9,140,12,0,1,0,4,2,9,0,0,1,2,0,Tr,21,0,3,1,-,7
88,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後全体　（添付調味料等を含むもの）,1,0,277,66,-83.5,-2.1,-2.5,-2,-2,-2.1,-13.3,-12.2,-9.2,-1.5,(Tr),-10.2,-,-1.7,-560,-77,-44,-7,-34,-0.2,-0.1,-0.02,-0.12,-14,-3,-2,-4,0,-2,-27,-3,-30,-3,(Tr),-0.3,(Tr),-0.9,-0.4,-3,-0.1,-0.1,-0.4,-0.7,-0.02,(Tr),-4,-0.08,-0.7,-2,-,-1.4
89,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後のめん　（スープを残したもの）,1,0,514,121,69,3,3,1,1,1,26,23,24,3,0,25,-,1,380,53,76,7,42,0,0,0,0,10,5,2,3,0,0,4,1,5,Tr,0,0,0,1,0,1,0,0,0,1,0,0,3,0,1,0,-,1
90,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　乾　（添付調味料等を含むもの）,1,0,1843,439,6,10,11,19,3,20,58,53,52,6,0,56,-,7,2600,150,170,26,160,1,1,0,1,430,13,5,19,0,0,52,2,53,4,0,3,0,5,3,5,0,0,1,3,0,0,12,0,2,1,-,7
91,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後全体　（添付調味料等を含むもの）,1,0,382,91,-80.5,-1.9,-2.2,-4.4,-1,-4.7,-7.3,-6.7,-10.3,-1.4,(Tr),-11.2,-,-1.5,-550,-34,-41,-6,-38,-0.2,-0.1,-0.02,-0.1,-99,-3,-1,-4,0,-1,-5,-1,-6,(Tr),0,-0.6,-0.1,-1.5,-0.9,-1,-0.19,-0.08,-0.3,-0.6,-0.01,(Tr),-2,-0.06,-0.5,-2,-,-1.4
92,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後のめん　（スープを残したもの）,1,0,683,163,64,2,3,7,2,7,23,21,23,2,0,24,-,1,420,26,78,6,48,0,0,0,0,77,4,2,3,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0,1,0,Tr,3,0,0,1,-,1
93,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,1,0,1476,347,11,12,13,2,0,2,73,67,69,5,-,73,-,1,1,200,18,55,130,1,2,0,1,0,63,1,53,0,-,-,-,9,1,0,0,0,0,0,0,0,0,2,5,0,0,13,1,4,0,-,0
94,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで,1,0,636,150,60,5,6,1,0,1,31,29,30,3,-,32,-,1,460,14,8,20,53,1,1,0,0,0,32,1,13,0,-,-,-,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,2,0,-,1
95,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ソテー,1,0,784,186,-57,-5.1,-5.5,-5.6,(Tr),-5.8,-29.7,-27,-28.4,-2.9,-,-30.5,-,-1.2,-440,-13,-8,-19,-50,-0.7,-0.7,-0.13,-0.33,0,-31,-1,-12,0,0,0,0,0,0,0,-0.9,-0.1,-1.6,-0.1,-6,-0.06,-0.03,-0.6,-1.7,-0.02,0,-4,-0.27,-1.5,0,-,-1.1
96,こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生,1,0,982,232,42,8,8,2,0,2,46,42,46,2,0,47,-,1,470,76,12,18,73,1,1,0,0,-,-,-,-,0,0,0,0,0,0,-,0,Tr,0,Tr,0,0,0,1,3,0,0,9,0,-,0,-,1
97,こむぎ　［ふ類］　生ふ,1,0,684,161,60,-11.7,13,-0.7,0,1,-,-,27,1,-,26,-,0,7,30,13,18,60,1,2,0,1,-,-,-,-,0,-,-,-,0,0,0,Tr,0,Tr,Tr,0,0,0,1,-2.9,0,0,7,0,-,0,-,0
98,こむぎ　［ふ類］　焼きふ　釜焼きふ,1,0,1511,357,11,27,29,-2.3,0,3,-,-,55,4,-,57,-,1,6,120,33,43,130,3,2,0,-,-,-,-,-,0,-,-,-,0,0,0,1,0,3,2,0,0,0,4,9,0,0,16,1,-,0,-,0
99,こむぎ　［ふ類］　焼きふ　板ふ,1,0,1488,351,13,-23.6,26,-2.9,0,3,-,-,56,4,-,57,-,1,190,220,31,90,220,5,3,0,2,-,-,-,-,0,-,-,-,0,0,0,1,1,1,1,0,0.2,0,4,-8.5,0,0,22,1,-,0,-,1
100,こむぎ　［ふ類］　焼きふ　車ふ,1,0,1528,361,11,-27.8,30,-2.9,0,3,-,-,54,3,-,54,-,1,110,130,25,53,130,4,3,0,1,-,-,-,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0,3,-8.7,0,0,11,0,-,0,-,0
