NO,Food,l_class,REFUSE,ENERC,ENERC_KCAL,WATER,PROTCAA,PROT-,FATNLEA,CHOLE,FAT-,CHOAVLM,CHOAVL,CHOAVLDF-,FIB-,POLYL,CHOCDF-,OA,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA,CARTB,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB,TOCPHG,TOCPHD,VITK ,THIA,RIBF,NIA,NE,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,ALC,NACL_EQ
2347,＜調味料類＞　（調味ソース類）　すし酢　にぎり用,17,0,346,81,-72,-,-0.2,-,0,0,-8.6,-8.2,-14.3,0,-,-14.3,-3.6,-10,-3900,-23,-4,-7,-12,-0.1,-0.2,(Tr),0,0,0,-1,-3,0,-,-,-,0,0,0,0,0,0,0,0,-0.01,-0.01,-0.2,-0.3,-0.02,-0.1,0,-0.07,-0.3,0,-,-9.8
2348,＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,17,0,497,117,-64.1,-,-0.1,-,0,0,-19.2,-18.3,-23.8,0,-,-23.8,-3.2,-8.7,-3400,-21,-4,-6,-11,-0.1,-0.1,(Tr),0,0,0,-1,-3,0,-,-,-,0,0,0,0,0,0,0,0,-0.01,-0.01,-0.2,-0.2,-0.01,-0.1,0,-0.06,-0.3,0,-,-8.6
2349,＜調味料類＞　（調味ソース類）　中華風合わせ酢,17,0,666,158,-60.5,-2.3,-3,-3.3,0,-3.4,-20.5,-19.6,-25.2,(Tr),-,-24.8,-2,-5.8,-2200,-160,-12,-28,-69,-0.7,-0.4,-0.01,-0.47,(Tr),-4,-1,-20,0,0,0,0,0,0,0,(Tr),0,-1.5,(Tr),0,-0.02,-0.07,-0.6,-1.1,-0.08,-0.1,-13,-0.22,-4.9,0,-0.8,-5.5
2350,＜調味料類＞　（調味ソース類）　デミグラスソース,17,0,347,82,82,-,3,-,-,3,-,-,11,-,-,11,-,2,520,180,11,11,53,0,0,0,0,2,1,7,3,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,0,0,25,0,2,-,-,1
2351,＜調味料類＞　（調味ソース類）　テンメンジャン,17,0,1049,249,38,-,9,-,0,8,-,-,35,3,-,38,-,8,2900,350,45,61,140,2,1,0,1,1,5,7,58,0,0,3,Tr,3,0,0,1,0,7,2,14,0,0,1,2,0,0,20,0,8,0,-,7
2352,＜調味料類＞　（調味ソース類）　冷やし中華のたれ,17,0,495,117,67,2,2,1,0,1,20,20,23,0,-,23,1,6,2300,89,7,13,29,0,0,Tr,0,1,3,1,11,0,0,1,Tr,1,0,0,Tr,0,1,0,0,0,0,0,0,0,Tr,6,0,2,0,-,6
2353,＜調味料類＞　（調味ソース類）　ホワイトソース,17,0,411,99,82,-1.2,2,-6.2,6,6,-5.6,-5.3,9,0,-,9,-,1,380,62,34,5,42,0,0,0,0,5,1,1,2,-,-,-,-,-,-,-,1,Tr,1,0,2,0,0,0,-0.5,0,0,3,0,1,0,-,1
2354,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,17,0,207,49,-82.1,-2.7,-3.4,-,0,-0.1,-0.7,-0.7,-7.9,-0.2,-,-7.4,-,-6.3,-2300,-280,-24,-33,-72,-0.7,-0.4,-0.02,-0.46,-1,-4,-1,-19,0,0,0,-9,-4,-1,0,-0.1,0,0,0,0,-0.05,-0.08,-0.6,-1.2,-0.08,(Tr),-20,-0.37,-4.9,-24,-0.8,-5.8
2355,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,17,0,261,62,77,3,4,-,0,0,7,7,10,-0.3,-,11,2,8,3100,180,16,25,60,1,0,0,0,*,3,2,18,0,0,Tr,1,1,0,0,Tr,0,0,0,0,0,0,1,1,0,Tr,17,0,3,Tr,-,8
2356,＜調味料類＞　（調味ソース類）　マーボー豆腐の素,17,0,481,115,75,-,4,-,-,6,-,-,10,-,-,10,-,4,1400,55,12,-,35,1,-,-,-,-,-,-,-,4,-,-,-,63,9,-,-,-,-,-,-,0,0,1,2,-,-,-,-,-,2,-,4
2357,＜調味料類＞　（調味ソース類）　マリネ液,17,0,294,70,-83.9,0,-0.1,0,0,0,-11.1,-10.5,-10.8,0,0,-10.9,-1.4,-1.1,-370,-26,-4,-3,-6,-0.2,0,-0.01,-0.04,0,0,0,(Tr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,(Tr),(Tr),-0.01,(Tr),0,-0.04,(Tr),0,-2.7,-0.9
2358,＜調味料類＞　（調味ソース類）　ミートソース,17,0,404,96,79,-,4,-,-,5,-9.6,-9.4,10,-,-,10,-,2,610,250,17,-,47,1,-,-,-,-,-,-,-,5,-,-,-,530,49,-,-,-,-,-,-,0,0,1,2,-,-,-,-,-,6,-,2
2359,＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,17,0,1069,251,0,7,6,1,Tr,1,54,52,57,3,-,62,2,30,12000,82,110,10,18,1,0,0,0,4,2,7,3,0,3,34,15,43,4,0,0,Tr,0,0,7,0,0,0,0,0,0,4,0,1,0,-,31
2360,＜調味料類＞　（調味ソース類）　焼き鳥のたれ,17,0,559,132,-61.4,-2.6,-3.3,0,-,0,-19.1,-18.5,-29,(Tr),-,-28.5,-0.3,-6.1,-2300,-160,-13,-27,-71,-0.7,-0.4,-0.02,-0.46,-1,-5,-1,-20,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,-0.07,-0.5,-0.7,-0.1,(Tr),-13,-0.2,-5,0,-0.6,-5.8
2361,＜調味料類＞　（調味ソース類）　焼き肉のたれ,17,0,698,165,-52.4,-3.6,-4.3,-2.1,(Tr),-2.2,-28.4,-27.2,-32.2,-0.4,-,-32.3,-0.5,-8.8,-3300,-230,-23,-35,-90,-0.9,-0.5,-0.03,-0.51,-1,-7,-2,-24,0,0,-3,-2,-4,(Tr),(Tr),(Tr),0,-0.9,(Tr),0,-0.03,-0.09,-0.8,-1,-0.1,-0.1,-18,-0.25,-6.2,-1,0,-8.3
2362,＜調味料類＞　（調味ソース類）　みたらしのたれ,17,0,540,127,-66.3,-0.8,-0.9,0,-,0,-29.8,-28.2,-30.9,0,(Tr),-30.8,-0.1,-1.9,-650,-120,-6,-10,-24,-0.2,-0.1,-0.01,-0.13,-2700,-1,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.02,-0.1,-0.2,-0.03,0,-5,-0.05,-1.4,0,0,-1.7
2363,＜調味料類＞　（調味ソース類）　ゆずこしょう,17,0,153,37,65,-,1,-,0,1,-,-,3,6,-,9,-,24,9900,280,61,44,24,1,0,0,0.1,24,2,5,4,0,36,230,47,270,22,0,2,0,0,0,0,0,0,1,1,0,-,13,0,4,2,-,25
2364,＜調味料類＞　（トマト加工品類）　トマトピューレー,17,0,187,44,87,-1.4,2,-0.1,0,0,-5.2,-5.2,9,2,-,10,-,1,19,490,19,27,37,1,0,0,0,0,1,2,9,0,0,630,0,630,52,0,3,0,0,0,10,0,0,2,-1.7,0.2,-,29,0,9,10,-,Tr
2365,＜調味料類＞　（トマト加工品類）　トマトペースト,17,0,399,94,71,-3.2,4,-0.1,0,0,-13.5,-13.4,18,5,-,22,-,3,55,1100,46,64,93,2,1,0,0,-,-,-,-,0,0,1000,0,1000,85,0,6,0,1,0,18,0,0,4,-4.2,0,-,42,1,-,15,-,0
2366,＜調味料類＞　（トマト加工品類）　トマトケチャップ,17,0,450,106,66,1,2,0,0,0,-24.3,-24,26,2,-,28,1,4,1200,380,16,18,35,1,0,0,0,1,4,4,9,0,1,510,0,510,43,0,2,Tr,0,0,0,0,0,2,2,0,Tr,13,0.3,5,8,-,3
2367,＜調味料類＞　（トマト加工品類）　トマトソース,17,0,174,41,87,-1.9,2,-0.1,0,0,-5.3,-5.3,8,1,-,9,-,2,240,340,18,20,42,1,0,0,-,-,-,-,-,0,0,480,0,480,40,0,2,0,1,0,8,0,0,1,-1.6,0,Tr,3,0,-,(Tr),-,1
2368,＜調味料類＞　（トマト加工品類）　チリソース,17,0,474,112,67,-1.7,2,-0.1,0,0,-,-,25,2,-,26,-,4,1200,500,27,23,32,1,0,0,0,-,-,-,-,0,0,500,5,500,42,0,2,0,0,0,5,0,0,2,-1.8,0,0,5,0,-,(Tr),-,3
2369,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,17,0,2753,669,17,1,1,73,55,76,-2.1,-2.1,7,0,-,4,1,2,730,13,8,2,29,0,0,0,0,3,3,1,1,24,0,0,3,1,24,0,13,0,33,2,120,0,0,Tr,0,0,0,1,0,3,0,-,2
2370,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,17,0,2753,669,20,2,3,73,140,75,-0.5,-0.5,3,0,-,1,1,2,770,21,20,3,72,1,1,0,0,9,8,1,2,53,0,1,6,3,54,1,11,1,41,10,140,0,0,Tr,1,0,0,3,0,7,0,-,2
2371,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,17,0,1089,264,61,3,3,26,58,28,3,3,5,1,0,3,1,4,1500,36,10,3,35,0,0,0,0,4,5,Tr,2,20,130,250,4,310,46,0,5,0,12,2,53,0,0,Tr,0,0,0,3,0,3,0,-,4
2372,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,17,0,1369,331,-47.8,0,(Tr),-30.6,-1,-31.5,-11.4,-11.3,-13.4,0,0,-12.4,-1.9,-6.3,-2500,-2,-1,(Tr),-1,(Tr),(Tr),0,0,0,0,(Tr),(Tr),0,0,0,0,0,0,0,-4,-0.4,-18,-3.4,-54,(Tr),(Tr),(Tr),-0.1,(Tr),(Tr),0,0,(Tr),0,-,-6.3
2373,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,17,0,750,181,-69.4,-1.6,-1.9,-14,-1,-14.5,-6.6,-6.5,-9.7,-0.2,(Tr),-9.3,-0.7,-3.6,-1400,-75,-7,-16,-43,-0.4,-0.2,-0.03,-0.19,0,-3,-1,-10,0,0,-4,0,-4,(Tr),-,-1.5,-0.1,-7.9,-1.3,-,-0.03,-0.03,-0.4,-0.5,-0.04,(Tr),-7,-0.09,-2.2,0,-0.7,-3.5
2374,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,17,0,350,83,72,-,3,-,-,0,-,-,17,0,-,16,-,8,2900,130,10,34,54,0,0,0,-,-,-,-,-,0,0,3,0,3,Tr,0,0,0,0,0,1,0,0,0,1,0,0,6,0,-,(Tr),-,7
2375,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,17,0,1659,401,-38.1,-2.3,-2.7,-37.1,-7,-38.3,-13.1,-12.5,-15.5,-0.8,(Tr),-15,-0.8,-4.9,-1800,-91,-86,-34,-66,-1,-0.6,-0.12,-0.32,-1,-4,-1,-15,-4,0,(Tr),0,-1,-4,-0.1,-4.4,-0.4,-21,-3.8,-60,-0.04,-0.05,-0.6,-1,-0.07,(Tr),-16,-0.14,-3.3,0,-0.3,-4.4
2376,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,17,0,1625,393,-44.1,-0.2,-0.3,-38.1,-9,-39.2,-12.1,-11.9,-13.4,-0.4,0,-12.8,-0.6,-3.1,-1200,-32,-7,-3,-9,-0.1,-0.1,-0.02,-0.01,-1,-1,(Tr),-1,-4,0,-42,-1,-43,-8,-0.1,-5.2,-0.5,-22,-4.2,-72,(Tr),-0.01,-0.1,-0.2,-0.02,(Tr),-3,-0.05,-0.8,-2,-,-3
2377,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,17,0,1552,376,-44.1,-0.1,-0.1,-37.7,-7,-38.8,-8.5,-8.5,-10.3,0,0,-9.3,-1.3,-6.5,-2500,-3,-1,(Tr),-3,(Tr),(Tr),(Tr),0,-1,0,0,(Tr),-3,0,0,(Tr),0,-3,-0.1,-5,-0.5,-22,-4.2,-66,(Tr),-0.01,(Tr),-0.1,-0.01,(Tr),-1,-0.02,-0.3,-1,-,-6.4
2378,＜調味料類＞　（みそ類）　米みそ　甘みそ,17,0,869,206,43,9,10,3,0,3,-,-,33,6,-,38,-,7,2400,340,80,32,130,3,1,0,-,Tr,2,2,33,0,-,-,-,0,0,0,0,0,3,2,8,0,0.1,2,4,0,0,21,Tr,5,0,-,6
2379,＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,17,0,762,182,45,11,13,6,0,6,12,12,19,5,-,22,-,14,4900,380,100,75,170,4,1,0,-,1,9,2,57,0,-,-,-,0,0,0,1,0,6,3,11,0,0.1,2,4,0,0,68,Tr,12,0,-,12
2380,＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,17,0,746,178,46,11,13,5,0,6,-,-,19,4,-,21,-,15,5100,440,130,80,200,4,1,0,-,1,8,1,72,0,-,-,-,0,0,0,1,0,5,3,11,0,0.1,2,4,0,Tr,42,0,14,0,-,13
2381,＜調味料類＞　（みそ類）　米みそ　だし入りみそ,17,0,707,169,50,-9.8,11,-5.6,2,6,-9.8,-9.7,18,4,0,21,0,13,4700,420,67,61,160,1,1,0,1,26,8,2,51,0,0,3,Tr,3,0,0,1,0,5,2,11,0.1,0,1,-2.8,0,0,37,0,10,0,-,12
2382,＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,17,0,689,164,53,9,10,5,1,5,11,10,18,5,-,22,0,10,3800,410,63,55,150,1,1,0,1,29,8,2,60,0,0,2,0,3,0,0,1,0,5,2,14,0.1,0,1,3,0,0,40,0,9,0,-,10
2383,＜調味料類＞　（みそ類）　麦みそ,17,0,775,184,44,8,10,4,0,4,-,-,26,6,-,30,-,12,4200,340,80,55,120,3,1,0,-,16,2,2,15,0,-,-,-,0,0,0,0,0,4,2,9,0,0.1,2,3,0.1,Tr,35,0,8,0,-,11
2384,＜調味料類＞　（みそ類）　豆みそ,17,0,864,207,45,15,17,10,0,11,-,-,11,7,-,15,-,13,4300,930,150,130,250,7,2,1,-,31,19,9,64,0,-,-,-,0,0,0,1,0,11,5,19,0,0,1,3,0,Tr,54,0,17,0,-,11
2385,＜調味料類＞　（みそ類）　減塩みそ,17,0,798,190,46,9,11,-5.7,0,6,13,13,23,4,0,26,0,11,4200,480,62,71,170,2,1,0,1,1,5,5,150,0,0,3,1,3,0,0,1,0,5,2,-,0.1,0,1,3,0,0,75,0,11,0,-,11
2386,＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,17,0,1350,321,2,-19.4,22,7,0,9,-21.3,-21,41,7,-,43,-,24,8100,600,85,140,300,3,2,0,1,-,-,-,-,0,0,6,0,6,Tr,0,1,0,7,4,15,0,3,1,-4.9,0,-,65,1,-,0,-,21
2387,＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,17,0,513,122,62,-7.9,9,3,0,4,-8.4,-8.3,14,3,-,15,-,10,3800,310,47,54,130,1,1,0,0,-,-,-,-,0,0,1,0,1,0,0,1,0,4,1,6,0,0,0,-2.1,0,-,29,0,-,0,-,10
2388,＜調味料類＞　（みそ類）　辛子酢みそ,17,0,926,219,-43.6,-4.2,-5,-2.1,0,-2.1,-25.1,-23.9,-42.7,-2.7,-,-44.6,-1,-3.6,-1300,-170,-42,-20,-69,-1.7,-0.5,-0.12,-0.02,0,-1,-1,-16,0,-,-,-,-1,0,0,-0.1,(Tr),-1.4,-0.8,-4,-0.04,-0.05,-0.8,-1.8,-0.02,-0.1,-10,0,-2.6,0,0,-3.3
2389,＜調味料類＞　（みそ類）　ごまみそ,17,0,1026,245,-42.7,-8.6,-9.4,-9.5,0,-9.9,-5.4,-5.2,-28.5,-5.5,-,-32.9,0,-5.2,-1600,-280,-230,-74,-170,-3.7,-1.5,-0.39,-0.4,0,-5,-2,-38,0,0,-1,0,-1,0,0,-0.2,-0.1,-5.4,-1.1,-7,-0.1,-0.1,-1.8,-3.9,-0.14,-0.1,-36,-0.08,-5.7,0,0,-4
2390,＜調味料類＞　（みそ類）　酢みそ,17,0,906,214,-44.2,-4.4,-4.9,-1.5,0,-1.5,-26.3,-25.1,-42.5,-2.8,-,-44.8,-1.1,-3.4,-1200,-170,-41,-16,-66,-1.7,-0.5,-0.11,0,0,-1,-1,-17,0,-,-,-,0,0,0,-0.2,-0.1,-1.5,-0.8,-4,-0.03,-0.05,-0.8,-1.8,-0.02,-0.1,-11,0,-2.8,0,-,-3.1
2391,＜調味料類＞　（みそ類）　練りみそ,17,0,1131,267,-29.9,-5,-5.5,-1.7,0,-1.7,-38.8,-36.9,-56.5,-3.2,-,-59.1,0,-3.8,-1400,-190,-46,-18,-74,-1.9,-0.5,-0.13,-0.02,0,-1,-1,-19,0,0,0,0,0,0,0,-0.2,-0.1,-1.7,-0.9,-5,-0.03,-0.06,-0.8,-2,-0.03,-0.1,-12,(Tr),-3.1,0,0,-3.4
2392,＜調味料類＞　（ルウ類）　カレールウ,17,0,1975,474,3,6,7,33,20,34,38,35,40,6,-,45,0,12,4200,320,90,31,110,4,1,0,1,0,10,7,14,0,0,60,19,69,6,0,2,0,3,1,0,0,0,0,1,0,Tr,9,0,4,0,-,11
2393,＜調味料類＞　（ルウ類）　ハヤシルウ,17,0,2086,501,2,-,6,32,20,33,-,-,46,3,-,48,-,11,4200,150,30,21,55,1,0,0,0,-,-,-,-,0,0,990,310,1100,95,0,3,0,2,1,0,0,0,1,2,0,0,9,0,-,0,-,11
2394,＜調味料類＞　（その他）　お茶漬けの素　さけ,17,0,1060,251,-2.9,-17.8,-20.2,-2.7,-64,-3.7,-29.7,-27.9,-37.2,-3.5,-,-37.1,0,-35.6,-13000,-560,-72,-55,-230,-2.1,-0.9,-0.14,-0.27,-3700,-27,-2,-12,-10,-190,-1200,-47,-2100,-180,-8.3,-1.5,-0.1,-0.1,0,-100,-0.16,-0.29,-5.7,-9.3,-0.25,-5.4,-140,-0.93,-4.7,-12,0,-33.8
2395,＜調味料類＞　（その他）　キムチの素,17,0,532,126,58,5,5,1,3,1,13,13,22,4,0,26,1,9,3600,350,29,31,52,1,0,0,0,1900,11,18,6,17,100,1500,940,2100,190,0,3,0,0,Tr,8,0,0,2,2,0,0,8,0.2,4,0,-,9
2396,＜調味料類＞　（その他）　酒かす,17,0,904,215,51,-14.2,15,-,0,2,-,-,19,5,-,24,-,1,5,28,8,9,8,1,2,0,-,-,-,-,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0,2,-5.3,1,0,170,0,-,0,8,0
2397,＜調味料類＞　（その他）　即席すまし汁,17,0,824,194,-2.8,-17,-18.3,-0.5,-16,-0.8,-10.9,-10.4,-28.5,-3.3,-,-30.5,-0.3,-47.6,-18000,-490,-76,-61,-220,-2.3,-1,-0.13,-0.6,-140,-39,-3,-29,0,-260,-2200,-65,-2300,-200,-0.5,-0.8,-0.1,-0.3,-0.2,-57,-0.13,-0.31,-5.1,-7.5,-0.17,-4.7,-170,-0.41,-8.3,-25,0,-45.7
2398,＜調味料類＞　（その他）　ふりかけ　たまご,17,0,1784,426,-2.5,-20.8,-23.4,-19.3,-420,-21.9,-31.1,-29.3,-39.7,-5.1,-,-39.7,-,-12.3,-3600,-490,-390,-120,-490,-4.5,-2.9,-0.47,-0.71,-86,-15,-2,-29,-100,-540,-2300,-130,-3100,-360,-2.2,-2.5,-0.1,-5.1,-0.1,-220,-0.29,-0.48,-4.1,-8.7,-0.31,-6.2,-170,-0.47,-6,-11,0,-9.2
2399,＜調味料類＞　（その他）　みりん風調味料,17,0,959,226,44,-,0,-,0,0,40,39,56,0,0,56,0,0,68,3,Tr,1,15,0,Tr,Tr,0,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,0,Tr,0,0,Tr,0,0,0,0,-,0,0,0
2400,＜調味料類＞　（その他）　料理酒,17,0,368,88,82,0,0,-,0,Tr,4,4,5,0,0,5,-,2,870,6,2,2,4,Tr,Tr,Tr,0,Tr,0,2,2,0,0,0,-,0,0,0,0,0,0,0,0,Tr,0,Tr,Tr,0,0,0,0,Tr,0,11,2
2401,＜香辛料類＞　オールスパイス　粉,17,0,1543,364,9,-,6,-3.7,0,6,-,-,77,-,-,75,-,4,53,1300,710,130,110,5,1,1,1,-,-,-,-,0,6,31,0,34,3,0,-,-,-,-,-,0,0,3,4,-,0,0,-,-,0,-,0
2402,＜香辛料類＞　オニオンパウダー,17,0,1541,363,5,-5.8,9,-0.8,0,1,-,-,83,-,-,80,-,5,52,1300,140,160,290,3,3,1,1.9,-,-,-,-,0,-,-,-,Tr,0,0,-,-,-,-,-,0.3,0.1,1,-1.4,-,0,-,-,-,10,-,0
2403,＜香辛料類＞　からし　粉,17,0,1831,435,5,-,33,-14.2,0,14,-,-,44,-,-,44,-,4,34,890,250,380,1000,11,7,0.6,2,0,290,3,79,0,-,-,-,38,3,0,-,-,-,-,-,1,0,9,14,-,0,0,-,160,0,-,0
2404,＜香辛料類＞　からし　練り,17,0,1316,314,32,-,6,-14.4,0,15,-,-,40,-,-,40,-,8,2900,190,60,83,120,2,1,0,0,-,-,-,-,0,-,-,-,16,1,0,-,-,-,-,-,0,0,2,3,-,0,0,-,-,0,-,7
2405,＜香辛料類＞　からし　練りマスタード,17,0,729,175,66,-4.3,5,-10.5,(Tr),11,-9.2,-8.9,16,-,-,13,-,4,1200,170,71,60,140,2,1,0.1,0,0,70,4,15,0,0,54,0,54,4,(Tr),1,0,5,1,6,0,0,1,-1.3,0.1,0,14,0,25,Tr,-,3
2406,＜香辛料類＞　からし　粒入りマスタード,17,0,955,229,57,-6.9,8,-15.9,(Tr),16,-5.1,-5.1,15,-,-,13,-,5,1600,190,130,110,260,2,1,0,1,1,87,3,17,0,0,32,2,32,3,(Tr),1,0,5,0,5,0,0,2,-3,0,0,16,0,23,Tr,-,4
2407,＜香辛料類＞　カレー粉,17,0,1405,338,6,-10.2,13,12,8,12,-,-,30,37,-,63,-,6,40,1700,540,220,400,29,3,0.8,5,5,18,21,42,0,20,380,0,390,32,0,4,1,3,0,86,0,0,7,-8.7,1,0,60,2,28,2,-,0
2408,＜香辛料類＞　クローブ　粉,17,0,1679,398,8,-5.1,7,-9.8,0,14,-,-,72,-,-,66,-,5,280,1400,640,250,95,10,1,0,93,-,-,-,-,0,0,120,3,120,10,0,-,-,-,-,-,0,0,1,-1.5,-,0,0,-,-,0,-,1
2409,＜香辛料類＞　こしょう　黒　粉,17,0,1532,362,13,-8.9,11,-5.5,0,6,-42.3,-38.5,69,-,-,67,-,4,65,1300,410,150,160,20,1,1.2,6,5,5,30,14,0,18,170,4,180,15,0,-,-,-,-,-,0.1,0,1,-2.2,-,0,0,-,20,0,-,0
2410,＜香辛料類＞　こしょう　白　粉,17,0,1590,376,12,-7,10,-5.9,0,6,-42.5,-38.7,74,-,-,70,-,1,4,60,240,80,140,7,1,1,4,2,2,5,24,0,-,-,-,Tr,0,0,-,-,-,-,-,0,0,0,-1.2,-,0,0,-,5,0,-,0
2411,＜香辛料類＞　こしょう　混合　粉,17,0,1561,369,13,-7.4,11,-5.7,0,6,-42.4,-38.6,72,-,-,68,-,2,35,680,330,120,150,14,1,1.1,-,3,2,12,17,0,9,84,2,89,7,0,-,-,-,-,-,0,0,1,-1.8,-,0,0,-,15,1,-,0
2412,＜香辛料類＞　さんしょう　粉,17,0,1588,375,8,-,10,-,0,6,-,-,70,-,-,70,-,6,10,1700,750,100,210,10,1,0,-,32,6,21,19,0,-,-,-,200,17,0,-,-,-,-,-,0.1,0,3,-4.5,-,-,-,-,27,0,-,0
2413,＜香辛料類＞　シナモン　粉,17,0,1512,356,9,-2.7,4,-1.9,0,4,-,-,82,-,-,80,-,4,23,550,1200,87,50,7,1,0,41,6,3,14,3,0,-,-,-,6,1,0,-,-,-,-,-,0,0,1,-2,-,0,0,-,1,Tr,-,0
2414,＜香辛料類＞　しょうが　粉,17,0,1546,365,11,-5.3,8,-,0,5,-59.2,-55.6,75,-,-,73,-,4,31,1400,110,300,150,14,2,1,28,1,3,6,11,0,-,-,-,16,1,0,-,-,-,-,-,0,0,4,-6.4,1,0,0,1,10,0,-,0
2415,＜香辛料類＞　しょうが　おろし,17,0,176,41,88,-0.3,1,-0.4,0,1,-5.1,-4.7,9,-,-,9,0,2,580,140,16,17,14,0,0,0,4,0,1,1,1,0,2,6,0,7,1,0,-,-,-,-,-,0,0,1,-0.9,-,-,-,-,0,120,-,2
2416,＜香辛料類＞　セージ　粉,17,0,1593,377,9,-,6,-8.8,0,10,-,-,68,-,-,67,-,7,120,1600,1500,270,100,50,3,1,3,-,-,-,-,0,0,1400,0,1400,120,0,-,-,-,-,-,0,1,3,4,-,0,-,-,-,0,-,0
2417,＜香辛料類＞　タイム　粉,17,0,1450,342,10,-,7,-3.2,0,5,-,-,72,-,-,70,-,9,13,980,1700,300,85,110,2,1,7,-,-,-,-,0,0,980,0,980,82,0,-,-,-,-,-,0,1,3,5,-,0,0,-,-,0,-,0
2418,＜香辛料類＞　チリパウダー,17,0,1580,374,4,-9.2,15,-8.2,0,8,-,-,66,-,-,60,-,13,2500,3000,280,210,260,29,2,1,2,-,-,-,-,0,300,7600,3100,9300,770,0,-,-,-,-,-,0,1,7,-8.5,-,0,0,-,-,0,-,6
2419,＜香辛料類＞　とうがらし　粉,17,0,1742,412,2,-9.9,16,-8.3,0,10,-,-,75,-,-,67,-,6,4,2700,110,170,340,12,2,1.2,-,3,5,17,41,0,140,7200,2600,8600,720,0,-,-,-,-,-,0,1,11,-13,-,-,-,-,49,Tr,-,0
2420,＜香辛料類＞　ナツメグ　粉,17,0,2172,520,6,-,6,-30.6,0,39,-,-,55,-,-,48,-,2,15,430,160,180,210,3,1,1.2,3,-,-,-,-,0,-,-,-,12,1,0,-,-,-,-,-,0,0.1,1,2,-,0,0,-,-,0,-,0
2421,＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,17,0,1614,380,4,-17.2,20,0,2,1,20,18,77,-,-,74,-,2,18,390,100,90,300,7,3,1,1,1,10,2,7,0,0,0,0,0,0,0,0,0,Tr,0,1,1,0,1,-3.4,2,0,30,1,4,0,-,0
2422,＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,17,0,1623,382,4,-17.2,20,-,2,1,-18.5,-16.8,77,-,-,74,-,2,3300,390,100,90,300,7,3,1,1,1,10,2,7,0,0,0,0,0,0,0,0,0,Tr,0,1,1,0,1,-3.4,2,0,30,1,4,0,-,8
2423,＜香辛料類＞　にんにく　おろし,17,0,722,170,52,-2.9,5,-0.3,(Tr),1,-1.3,-1.2,39,-,-,37,-,6,1800,440,22,22,100,1,1,0,0,3,4,1,6,0,-,-,-,3,Tr,0,-,-,-,-,-,0,0,0,-1,-,-,-,-,1,0,-,5
2424,＜香辛料類＞　バジル　粉,17,0,1300,307,11,-17.3,21,-2.2,0,2,-,-,54,-,-,51,-,15,59,3100,2800,760,330,120,4,2,10,42,18,47,200,0,0,2400,61,2500,210,0,5,0,1,0,820,0,1,8,-12,2,0,290,2,62,1,-,0
2425,＜香辛料類＞　パセリ　乾,17,0,1447,341,5,-27.7,29,-2.2,0,2,-5.5,-5.4,53,-,-,52,-,13,880,3600,1300,380,460,18,4,1,7,22,7,38,110,0,0,28000,0,28000,2300,0,7,0,2,0,1300,1,2,12,-20,1,0,1400,2,24,820,-,2
2426,＜香辛料類＞　パプリカ　粉,17,0,1624,385,10,-14.6,16,-10.9,0,12,-,-,57,-,-,56,-,7,60,2700,170,220,320,21,10,1,1,17,10,33,13,0,0,5000,2100,6100,500,0,-,-,-,-,0,1,2,13,-14,-,0,0,-,39,0,-,0
